Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
1705215	GH18(94-455)	GH18+CBM12+CBM5	N	Y(1-22)	2
1705536	CBM87(41-248)+CE18(249-609)	N	N	N	1
1706214	CBM21(560-675)	N	N	N	1
1706764	CE16(48-291)	N	N	N	1
1707418	GH5_8(42-288)	N	N	Y(1-22)	1
1707503	CE1(200-373)	N	N	Y(1-35)	1
1709047	CE18(238-598)	N	N	N	1
1711127	GH28(85-493)	GH28	GH28	Y(1-22)	3
1713336	CE16(64-297)	N	N	N	1
1713574	GT2_Glycos_transf_2(54-188)	N	N	N	1
1714793	GT22(73-516)	GT22	GT22	N	3
1714985	GH13_28(45-303)+CBM25(591-661)	CBM25+CBM26+CBM74	CBM26+GH13_28	N	3
1715216	CE1(184-411)+CE1(507-731)	N	CE1	Y(1-21)	2
1715290	GH43_4(32-374)	GH43	GH43_4	Y(1-20)	3
1715293	GH43_4(32-374)	GH43	GH43_4	Y(1-20)	3
1715295	GH43_4(62-340)	GH43	GH43_4	Y(1-20)	3
1716773	GH3(12-155)	N	N	N	1
1717649	GH43_35(76-370)	GH43	N	Y(1-23)	2
1717656	GH43_35(76-370)	N	N	Y(1-23)	1
1717881	GT24(1289-1536)	GT24	GT24	N	3
1718597	CE1(347-580)	N	CE1	Y(1-20)	2
1718755	CE16(50-298)	N	N	N	1
1719444	CE4(35-162)	CE4	N	Y(1-21)	2
1719549	GH31(214-769)	GH31	GH31	N	3
1722982	CBM87(36-257)+CE18(289-619)	N	N	N	1
1723346	GT32(74-154)	N	GT32	N	2
1724151	CE4(190-316)	CE4+CBM18	N	N	2
1724478	GH26(25-324)	GH26+CBM3+CBM35	N	N	2
1724823	CBM21(539-654)	N	N	N	1
172483	CE16(95-346)	N	N	N	1
1724954	GH13_23(36-397)	GH13	N	N	2
1725571	GH114(31-229)	N	N	Y(1-22)	1
1725810	CE4(2-121)	N	N	N	1
1725820	CE4(2-121)	N	N	N	1
1725942	PL11_2(1-600)	PL11+CBM35	PL11_2	N	3
1725966	GH5_1(209-527)	GH5+CBM2+CBM3	CBM3+GH5_1	Y(1-19)	3
1727135	PL1_7(100-281)	PL1	N	N	2
1727235	GT8(309-568)	N	N	N	1
1727902	CE16(65-291)	N	N	N	1
1728010	CBM32(28-157)	N	N	Y(1-31)	1
1728011	CBM32(28-157)	N	N	Y(1-31)	1
1728669	GT71(98-342)	N	N	N	1
1728696	GH3(69-292)	GH3	GH3	N	3
1730609	GH6(150-422)	GH6+CBM1	GH6	Y(1-18)	3
1731976	CE1(117-340)	CE1	N	Y(1-21)	2
1732030	CBM13(28-172)	N	N	Y(1-27)	1
1732128	GH25(82-266)	N	N	N	1
1732238	CE4(26-153)	N	CE4	N	2
1732239	CE4(28-154)	CE4	CE4	N	3
1733487	GH9(24-455)	GH9+CBM49	GH9	Y(1-21)	3
1734151	GH43_19(238-467)	N	N	Y(1-23)	1
1735186	GH47(46-478)	GH47	GH47	N	3
1735213	GH47(36-471)	GH47	GH47	N	3
1735397	GT2_Chitin_synth_1(287-449)	GT2	GT2	N	3
1736054	GH5_4(1-269)	GH5	GH5_4	N	3
1736297	CE4(96-224)	N	N	Y(1-28)	1
1736347	CE4(96-224)	N	N	Y(1-28)	1
1736378	GH115(150-910)	GH115	GH115	Y(1-22)	3
1736465	GT34(369-549)	N	N	N	1
1736788	GH11(48-225)	N	N	Y(1-22)	1
1736837	GT34(243-435)	N	N	N	1
1737033	GT1(215-383)	GT1	GT1	N	3
1737046	CBM13(116-258)+CE1(309-538)	CE1+CBM9	CBM22+CE1+GH10	Y(1-21)	3
1737453	GH53(11-374)	GH53+CBM61	CBM61+GH53	N	3
1737579	GH43_16(1-300)	GH43+CBM13+CBM22	CBM13+CBM2+CBM6+GH43_16	N	3
1738826	PL1_2(199-378)	CE8+PL1+CBM35+CBM6	PL1_2	Y(1-21)	3
1738851	GH16_10(38-235)	N	GH16_10	N	2
1739730	GT71(178-423)	N	N	N	1
174042	PL3_2(37-239)	N	N	Y(1-19)	1
174043	PL3_2(37-239)	N	N	Y(1-19)	1
174110	PL3_2(37-239)	N	N	Y(1-19)	1
174151	GH6(141-443)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
1741721	GH45(278-477)	GH45+CBM1	N	Y(1-22)	2
1742847	CE6(89-199)	CE6+CBM60	CE6	Y(1-25)	3
1743009	GH10(185-535)	GH10+CBM22+CBM9	GH10	N	3
1743030	CBM25(182-245)	N	N	N	1
1743872	GH8(39-332)	GH8	N	N	2
174400	GH26(112-252)	GH26	GH26	N	3
1745309	GH11(46-223)	N	GH11	Y(1-20)	2
1745393	GH5_7(56-351)	GH5	CBM1+GH5_7	Y(1-21)	3
1745609	GT66(20-717)	GT66	GT66	N	3
1745755	GH30_5(108-568)	GH30	CBM37+CBM62+GH30_5	Y(1-20)	3
1746154	GT2_Glycos_transf_2(29-161)	N	N	N	1
1746159	CE16(12-234)	N	N	N	1
1746170	CE16(6-252)	N	N	N	1
1746173	GT2_Glycos_transf_2(29-187)	N	N	N	1
1748161	GT2_Glycos_transf_2(170-304)+GT4(685-824)	N	N	N	1
1748172	GT2_Glycos_transf_2(170-304)+GT4(685-824)	N	N	N	1
1751376	CE4(81-218)	CE4	CE4	Y(1-30)	3
1753585	GH114(31-206)	N	N	N	1
1755666	GH114(31-206)	N	N	N	1
1759738	CBM25(182-245)	N	N	N	1
1760426	GH25(114-288)	N	N	N	1
1760607	GH115(1-739)	GH115	GH115	N	3
1760609	GH10(101-455)	N	GH10	Y(1-27)	2
176754	GH5_4(55-330)	N	N	Y(1-19)	1
189205	GH48(28-647)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
194909	CE16(110-343)	N	N	N	1
195374	CE16(107-345)	N	N	N	1
210495	GH45(139-337)	GH45+CBM1	N	Y(1-19)	2
216701	GH6(139-441)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
216737	GH6(149-451)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
225291	CE2(233-454)+CE2(665-886)	CE2	CE2	Y(1-24)	3
22798	GH3(63-271)	GH3	GH3	Y(1-27)	3
236157	GH6(224-490)	GH6+CBM1	CBM1+GH6	Y(1-24)	3
24345	GH16_21(31-228)	N	GH16_21	Y(1-23)	2
24645	CBM13(26-174)	N	CE1	Y(1-20)	2
24949	GH5_4(59-331)	GH5	GH5_4	Y(1-20)	3
25495	GH43_35(75-369)	GH43	N	Y(1-21)	2
256557	GT2_Chitin_synth_2(413-924)	GT2	GT2	N	3
256568	GT2_Chitin_synth_2(401-911)	GT2	GT2	N	3
256597	GH6(286-548)	GH6+CBM1	CBM1+GH6	N	3
259404	GH10(26-322)	GH10	CBM1+GH10	Y(1-21)	3
263450	GH11(45-228)	GH11+CBM1	CBM1+GH11	Y(1-27)	3
263542	GH11(45-228)	GH11+CBM1	CBM1+GH11	Y(1-27)	3
263550	GH11(45-228)	GH11	CBM1+GH11	Y(1-27)	3
263805	GH124(155-358)	N	N	N	1
280328	GH10(26-328)+CBM13(379-539)	GH10+CBM2	CBM1+GH10	N	3
292759	GT4(436-611)	N	GT4	N	2
299884	CE1(211-340)	N	N	Y(1-21)	1
30025	CE4(26-152)	CE4+CBM18	N	N	2
320628	GT22(7-432)	GT22	N	N	2
32143	GH5_7(60-347)	GH5	N	N	2
323012	GT1(204-370)	N	GT1	N	2
323760	GH5_4(61-325)	GH5	N	N	2
327489	GH11(47-227)	GH11	CBM1+GH11	Y(1-22)	3
339299	CBM13(448-598)	GH39	CBM13+GH39	Y(1-23)	3
359996	GH6(151-453)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
3638	GH43_16(43-345)	GH43+CBM13+CBM22+CBM36+CBM6	CBM13+CBM6+GH43_16	Y(1-24)	3
373357	GH13_14(273-596)	GH13+CBM25+CBM41+CBM48+CBM68	GH13_14	N	3
376032	PL1_6(118-332)	N	PL1	N	2
383968	CE1(151-373)	CE1	CE1	Y(1-22)	3
386075	CE6(87-198)	CE6+CBM60	CE6	Y(1-22)	3
39329	CE1(145-377)	N	CE1	Y(1-21)	2
414638	GH11(45-227)	GH11	GH11	Y(1-20)	3
42509	GH43_4(95-437)	GH43	GH43_4	Y(1-28)	3
426419	GT92(88-235)	N	N	N	1
429267	PL1_6(124-348)	N	PL1	Y(1-20)	2
439801	GH6(155-457)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
439815	GH6(151-434)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
439841	GH6(151-434)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
441263	CE4(29-163)	N	N	N	1
442893	GH18(192-532)	GH18+CBM5	CBM18+GH18	N	3
444460	GH10(28-324)	GH10	CBM1+GH10	Y(1-22)	3
461992	GH48(29-648)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
472957	GT20(64-468)	GT20	GT20	N	3
479765	CBM87(47-256)+CE18(257-615)	N	N	N	1
480024	CBM87(29-243)+CE18(244-603)	N	N	N	1
489686	GH5_4(1-137)	GH5	GH5_4	N	3
489940	GH11(51-239)	CBM1	CBM1+GH11	Y(1-23)	3
495720	GH11(45-228)	GH11	CBM1+GH11	Y(1-22)	3
498183	CE15(154-482)	CE15	CE15	Y(1-19)	3
499441	GH11(49-231)+GH11(317-499)+GH11(587-754)+GH11(842-1024)+GH11(1107-1289)+GH11(1374-1556)+CE4(1605-1734)	GH11	GH11	Y(1-22)	3
50107	GT34(6-214)	N	N	N	1
50261	GH11(46-226)	GH11	GH11	Y(1-21)	3
507843	GH5_4(56-328)	GH5	GH5_4	Y(1-20)	3
511835	PL1_6(122-347)	N	PL1	Y(1-27)	2
52187	PL1_7(138-319)	PL1	N	Y(1-19)	2
52218	CE12(86-306)	CE12	N	Y(1-28)	2
53847	GH1(65-642)	GH1	GH1	Y(1-30)	3
53857	GH1(68-645)	GH1	GH1	Y(1-28)	3
538855	GT2_Chitin_synth_2(474-973)	GT2	GT2	N	3
553457	CE1(239-364)	N	N	Y(1-22)	1
578655	GH5_4(59-331)	GH5	GH5_4	Y(1-20)	3
578717	GH5_4(59-331)	GH5	GH5_4	Y(1-20)	3
578733	GH5_4(59-331)	GH5	GH5_4	Y(1-20)	3
581435	GH45(145-350)	GH45+CBM1	N	Y(1-21)	2
594083	GH3(63-271)	GH3+CBM1	GH3	Y(1-29)	3
599620	GH53(63-426)	GH53+CBM61	CBM61+GH53	Y(1-22)	3
602025	GH6(148-450)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
604437	CE6(72-181)	CE6+CBM60	CE6	N	3
606965	CE1(121-342)	CE1	N	Y(1-25)	2
609534	CE8(30-303)	N	N	Y(1-46)	1
622267	CE1(151-378)	CE1	CE1	Y(1-30)	3
624873	GH53(62-425)	GH53+CBM61	N	N	2
635744	GT8(3-233)	GT8	N	N	2
642611	GH6(149-449)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
642615	GH6(149-449)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
642626	GH6(149-449)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
65711	GH5_1(226-540)	GH5+CBM2+CBM3	CBM3+GH5_1	Y(1-36)	3
69157	GH48(122-373)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
85209	CE6(87-198)	CE6+CBM60	CE6	Y(1-22)	3
87122	GH11(52-239)	CBM1	CBM1+GH11	Y(1-25)	3
87201	GH11(52-239)	CBM1	CBM1+GH11	Y(1-25)	3
8807	PL1_6(124-347)	N	PL1	Y(1-22)	2
884128	GH114(31-229)	N	N	Y(1-22)	1
921403	CE6(85-194)	CE6+CBM60	CE6	Y(1-20)	3
921553	GT2_Chitin_synth_1(96-256)+GT2_Chitin_synth_2(234-462)	GT2	GT2	N	3
921754	GT2_Chitin_synth_2(1104-1612)	GT2	GT2	N	3
922520	CBM87(33-253)+CE18(254-616)	N	N	N	1
922723	GT2_Chitin_synth_2(84-580)	GT2	GT2	N	3
923970	CE1(30-259)	CE1	N	N	2
924211	GT22(131-532)	GT22	N	N	2
925141	CE6(88-197)	CE6+CBM60	CE6	Y(1-21)	3
926790	GH48(29-648)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
926959	GH124(155-358)	N	N	N	1
927101	GH48(29-648)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
927918	GT2_Chitin_synth_2(309-806)	GT2	GT2	N	3
930089	GT92(94-242)	N	N	N	1
931262	GH32(41-337)	GH32+CBM38+CBM66	GH32	N	3
931352	GH32(314-610)	GH32+CBM38+CBM66	GH32	N	3
931534	GT2_Chitin_synth_2(1672-2179)	GT2	GT2	N	3
932078	GT2_Chitin_synth_2(44-538)	GT2	GT2	N	3
932305	GH45(277-476)	GH45+CBM1	N	Y(1-22)	2
932592	GH16_10(38-234)	N	GH16_10	Y(1-21)	2
933132	PL3_2(118-319)	PL3	N	N	2
933440	GH10(26-328)+CBM13(369-530)	GH10+CBM2	CBM1+GH10	N	3
933954	CBM35(187-306)	N	N	Y(1-25)	1
934298	GH13_14(273-596)	GH13+CBM25+CBM41+CBM48+CBM68	CBM48+GH13_14	N	3
934641	GH16_10(37-234)	N	GH16_10	N	2
934948	GT8(90-345)	N	N	N	1
935155	GT8(75-330)	N	N	N	1
937751	GT22(6-409)	GT22	N	N	2
938498	CE12(20-226)	N	N	N	1
938912	GH13_8(234-527)	GH13+CBM48	CBM48+GH13_8	N	3
939143	GT17(236-372)	N	N	N	1
940442	CE1(252-378)	N	N	Y(1-21)	1
941009	GT101(82-304)	GT101	N	N	2
941065	GT2_Glycos_transf_2(28-94)	N	N	N	1
941332	GT8(86-330)	N	N	N	1
941396	GT8(74-330)	N	N	N	1
941845	GH18(29-399)	GH18+CBM12+CBM5	N	N	2
942093	CBM29(1-103)	N	N	N	1
943120	GT2_Chitin_synth_2(1165-1673)	GT2	GT2	N	3
943795	CE1(44-270)	N	N	N	1
944148	GH26(175-324)+GH26(510-654)	N	GH26	Y(1-24)	2
944390	GT8(5-234)	GT8	N	N	2
945610	GT2_Chitin_synth_2(839-1298)	N	N	N	1
946014	GH13_8(235-529)	GH13+CBM48	CBM48+GH13_8	N	3
946271	CE4(30-169)	CBM10+CBM2	N	Y(1-23)	2
948589	GH39(65-195)+CBM13(574-702)	GH39	CBM13+GH39	N	3
949749	CBM21(539-654)	N	N	N	1
952463	GH9(25-461)	GH9+CBM49	GH9	N	3
956602	GH11(48-229)	GH11	GH11	Y(1-21)	3
957104	GH114(34-227)	GH114	N	Y(1-24)	2
958035	GH11(48-228)+GH11(290-470)	GH11	GH11	Y(1-22)	3
959217	GH114(31-229)	N	N	Y(1-22)	1
961488	CE4(28-154)	CE4	CE4	N	3
961754	CE4(28-153)	CE4+CBM18	N	Y(1-23)	2
961834	PL3_2(26-228)	N	N	N	1
965289	GT8(150-404)	N	N	N	1
966148	PL3_2(95-294)	PL3	N	Y(1-19)	2
966605	GH3(68-272)+GH6(832-1121)	N	GH6	N	2
972400	GH5_7(59-381)	N	N	Y(1-25)	1
972543	GH6(243-509)	GH6+CBM1	CBM1+GH6	Y(1-24)	3
972821	GT4(2522-2653)	N	GT4	N	2
973500	GH5_5(22-307)	N	CBM10+GH5_5	Y(1-18)	2
974519	CE6(87-196)	CE6+CBM60	CE6	Y(1-23)	3
974574	GT2_Chitin_synth_2(396-699)	N	N	N	1
974833	CE1(39-272)	CE1	N	N	2
975813	GT2_Chitin_synth_2(603-1108)	GT2	GT2	N	3
976154	GH11(48-231)	GH11	N	Y(1-20)	2
976179	GH10(28-324)	GH10	CBM1+GH10	Y(1-22)	3
97632	GH45(131-332)	GH45+CBM1	N	Y(1-21)	2
977600	CE4(27-155)	CE4+CBM18	N	N	2
977870	GH9(24-454)	GH9+CBM49	GH9	Y(1-21)	3
978289	GT2_Chitin_synth_2(1146-1652)	GT2	GT2	N	3
978535	GH5_7(59-347)	GH5+CBM1+CBM27	N	N	2
978973	GT34(284-482)	N	N	N	1
979306	CE8(30-299)	N	N	Y(1-22)	1
979581	GH47(128-549)	GH47	GH47	N	3
979626	GH5_7(60-381)	N	N	Y(1-25)	1
979756	CE4(25-174)	N	N	Y(1-20)	1
980329	GT10(243-515)	N	N	N	1
980608	GH48(29-647)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
980871	CE2(226-450)	CE2	CE2	Y(1-19)	3
980876	GH1(66-643)	GH1	GH1	Y(1-28)	3
981428	GT2_Chitin_synth_2(1105-1613)	GT2	GT2	N	3
981495	GT2_Chitin_synth_1(311-471)+GT2_Chitin_synth_2(449-680)	GT2	GT2	N	3
982250	GH43_10(26-295)+CBM22(554-683)	GH43	CBM22+GH43_10	Y(1-22)	3
983037	GH47(1-422)	GH47	N	N	2
983506	GH5_4(53-337)	GH5+CBM46+CBM72	GH5_4	Y(1-19)	3
984303	GH6(144-447)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
984764	GH6(133-394)	GH6+CBM1	CBM1+GH6	Y(1-21)	3
985415	CBM35(23-136)+GH26(157-458)	GH26+CBM35	CBM35+GH26	N	3
985524	GH64(112-475)	N	CBM52+GH64	Y(1-27)	2
985980	CE1(174-378)	N	N	N	1
986162	CE15(52-376)	CE15	CE15	Y(1-21)	3
986208	GT71(194-440)	N	N	N	1
986360	GT39(57-295)	GT39	GT39	N	3
986760	GH45(295-498)	GH45+CBM1	N	Y(1-21)	2
987146	GH3(547-786)	GH3	GH3	Y(1-27)	3
987191	CBM63(184-256)	N	N	Y(1-30)	1
987317	GH10(23-327)+CBM13(361-502)	GH10+CBM2	CBM1+GH10	N	3
987534	GH1(62-640)	GH1	GH1	Y(1-29)	3
987647	CE16(10-226)	N	N	N	1
987717	GH3(600-798)	GH3	GH3	N	3
987829	GH5_7(59-381)	N	N	Y(1-27)	1
988851	CE4(33-161)	CE4	N	N	2
989296	GH43_16(43-347)	GH43+CBM13+CBM22+CBM36+CBM6	CBM13+CBM6+GH43_16	Y(1-27)	3
989662	GT35(135-851)	GT35	GT35	N	3
989839	GH6(153-453)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
989875	GH6(147-449)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
990092	GH13_28(76-333)	CBM20+CBM26+CBM74	CBM26+GH13_28	N	3
990241	CBM21(399-509)	N	N	N	1
990253	CE4(26-151)	CE4+CBM18	N	N	2
990773	GH45(294-497)	GH45+CBM1	N	Y(1-21)	2
991188	GH10(183-516)	GH10+CBM9	GH10	Y(1-21)	3
991298	CE6(88-197)	CE6+CBM60	CE6	Y(1-23)	3
992801	CE1(151-378)	CE1	CE1	Y(1-30)	3
993033	GH11(46-228)+GH10(279-580)	GH10+GH11	CBM1+GH10	Y(1-21)	3
993394	GT34(227-397)	N	N	N	1
993584	GT2_Glycos_transf_2(27-140)	N	N	N	1
993598	GT2_Glycos_transf_2(29-178)	N	N	N	1
993640	GH31(849-1327)	GH31	GH31	Y(1-21)	3
993845	GH11(45-229)+GH10(280-584)	GH10+GH11	CBM1+GH10	Y(1-21)	3
994270	CBM63(180-250)	N	N	N	1
994291	CE4(39-180)	N	N	N	1
995372	GH48(29-648)	GH48+CBM2+CBM3	GH48	Y(1-19)	3
996094	GH45(193-391)	GH45+CBM1	GH45	Y(1-25)	3
996244	GH6(152-455)	GH6+CBM1+CBM3	GH6	Y(1-20)	3
997245	CBM29(490-627)	CBM14	N	N	2
997829	GH1(79-656)	GH1	GH1	Y(1-31)	3
998731	GH9(25-460)	GH9+CBM49	GH9	Y(1-22)	3
998827	GH114(31-227)	GH114	N	Y(1-22)	2
999008	CBM63(178-249)	N	N	Y(1-26)	1
999670	GT4(2630-2772)	N	GT4	N	2
1329987	N	GH0	N	N	1
102619	N	GH12+CBM5	N	N	1
1313018	N	GH3+CBM1	GH3	N	2
1716777	N	GH3+CBM1	GH3	N	2
929507	N	GH36	GH36	N	2
959238	N	GH38	N	N	1
1694249	N	GH38	N	N	1
1293109	N	GH5	N	Y(1-25)	1
1423902	N	GH6+CBM1	N	N	1
1355486	N	GH6+CBM1	N	Y(1-21)	1
1651396	N	GH74	CBM13+GH74	N	2
974317	N	AA9	N	N	1
1314054	N	AA9	N	Y(1-20)	1
1407525	N	AA9	N	N	1
1739865	N	GT1	N	N	1
1045074	N	GT41	GT41	N	2
926398	N	GT41	GT41	N	2
1670560	N	CBM1	CBM1	N	2
934182	N	CBM1	CBM1	N	2
292348	N	CBM1	CBM1	N	2
134374	N	CBM1	CBM1	N	2
1046116	N	CBM1	CBM1	Y(1-20)	2
996664	N	CBM1	CBM1	Y(1-20)	2
1420635	N	CBM1	CBM1	Y(1-20)	2
1051790	N	CBM1	CBM1	N	2
1011920	N	CBM1	CBM1	Y(1-20)	2
1331241	N	CBM14	N	N	1
959870	N	CBM14	N	N	1
1433589	N	CBM14	N	Y(1-21)	1
932807	N	CBM14	N	N	1
997896	N	CBM14	N	Y(1-19)	1
1071175	N	CBM14	N	N	1
1408643	N	CBM14	N	N	1
1428526	N	CBM14	N	N	1
1027971	N	CBM14	N	N	1
1007550	N	CBM14	N	N	1
1353671	N	CBM14	N	N	1
1313021	N	CBM14	N	Y(1-17)	1
1433628	N	CBM14+CBM18	N	Y(1-22)	1
972775	N	CBM14	N	N	1
1027298	N	CBM14	N	N	1
1425969	N	CBM14	N	N	1
1009325	N	CBM14	N	N	1
1430172	N	CBM14	N	Y(1-19)	1
1335540	N	CBM14	N	Y(1-21)	1
1419659	N	CBM14	N	N	1
1379752	N	CBM14	N	N	1
1278947	N	CBM14	N	N	1
1419285	N	CBM18	N	N	1
995969	N	CBM18	N	Y(1-22)	1
1434972	N	CBM18	N	Y(1-22)	1
1293817	N	CBM18	N	Y(1-30)	1
977185	N	CBM18	N	Y(1-32)	1
1430052	N	CBM18	N	N	1
1408109	N	CBM18	N	Y(1-23)	1
1083504	N	CBM18	N	N	1
1034396	N	CBM18	N	Y(1-30)	1
1050394	N	CBM18	N	Y(1-30)	1
1425451	N	CBM18	N	Y(1-20)	1
1289545	N	CBM18	N	Y(1-26)	1
1426955	N	CBM18	N	Y(1-21)	1
164674	N	CBM18	N	Y(1-22)	1
978830	N	CBM18	N	Y(1-30)	1
1287286	N	CBM18	N	Y(1-22)	1
929293	N	CBM18	N	N	1
1368441	N	CBM18	N	N	1
952238	N	CBM2+CBM57	N	N	1
1046304	N	CBM3	N	N	1
1669829	N	CBM5	N	N	1
1301541	N	CBM5	N	N	1
1434665	N	CBM5	N	Y(1-47)	1
930976	N	CBM5	N	N	1
1357633	N	CBM5	N	N	1
1745643	N	CBM5	N	N	1
1054846	N	CBM5	N	N	1
1622085	N	CBM5	N	N	1
1314556	N	CBM5	N	N	1
1417825	N	CBM57	N	N	1
1639447	N	CBM57	N	N	1
1300672	N	CBM57	N	N	1
993777	N	CBM57	N	N	1
1049461	N	CBM57	N	N	1
953832	N	CBM57	N	N	1
1279773	N	CBM57	N	N	1
1081860	N	CBM57	N	N	1
1434485	N	CBM57	N	N	1
988976	N	CBM57	N	N	1
1013919	N	CBM57	N	N	1
962706	N	CBM57	N	N	1
987121	N	CBM57	N	N	1
923606	N	CBM57	N	N	1
428461	N	CBM57	N	N	1
1078214	N	CBM57	N	N	1
1286180	N	CBM57	N	N	1
1011169	N	CBM57	N	N	1
1043637	N	CBM57	N	N	1
986128	N	CBM57	N	N	1
1681618	N	N	CBM50	N	1
1735951	N	N	GH47	N	1
1649767	N	N	CBM43	N	1
1045472	N	N	GT2	N	1
1677652	N	N	CE8	N	1
1276456	N	N	GT22	N	1
933199	N	N	GT31	N	1
1665197	N	N	GH23	N	1
1404620	N	N	GT2	N	1
980005	N	N	GH6	N	1
958663	N	N	GT2	N	1
1421095	N	N	GT2	N	1
1001652	N	N	GT29	N	1
1013931	N	N	GH6	N	1
1725095	N	N	CE1	Y(1-20)	1
1631795	N	N	GT0	N	1
962883	N	N	GH76	N	1
135082	N	N	CE1	Y(1-18)	1
1725731	N	N	GH18	N	1
1726316	N	N	GT0	N	1
943819	N	N	GT31	N	1
1032983	N	N	GT29	N	1
1703202	N	N	GT13	N	1
1064034	N	N	GT2	N	1
1307594	N	N	CBM50	N	1
1701544	N	N	GH18	N	1
1693939	N	N	GH18	N	1
1280472	N	N	GH51	N	1
1404610	N	N	GT2	N	1
1089599	N	N	GT31	N	1
925561	N	N	GH37	N	1
1423640	N	N	GH6	N	1
1699810	N	N	GH18	N	1
1299480	N	N	GH47	N	1
1687259	N	N	GH55	N	1
1620923	N	N	CBM50	N	1
979163	N	N	CBM50	N	1
919190	N	N	GH47	N	1
1653612	N	N	CBM50	N	1
1376857	N	N	GT2	N	1
918883	N	N	GT31	N	1
1682672	N	N	GH6	N	1
1289234	N	N	GT22	N	1
931606	N	N	GH47	N	1
1673635	N	N	GT7	N	1
1021204	N	N	AA1	N	1
1089622	N	N	GT31	N	1
939207	N	N	CBM50	N	1
941813	N	N	CBM50	N	1
1034467	N	N	GT22	N	1
1070393	N	N	GH37	N	1
1679771	N	N	GT95	N	1
343354	N	N	GT31	N	1
1279575	N	N	GT4	N	1
1299151	N	N	GT2	N	1
1699408	N	N	CBM50	N	1
931986	N	N	GT2	N	1
189152	N	N	CE1	Y(1-20)	1
1627427	N	N	GH6	N	1
999921	N	N	GH6	N	1
1699410	N	N	GT22	N	1
940695	N	N	GH43_30	N	1
1434297	N	N	GT8	N	1
1375700	N	N	GT2	N	1
1426871	N	N	GH18	N	1
1397011	N	N	GT2	N	1
1708807	N	N	GT2	N	1
1409563	N	N	GT2	N	1
1036351	N	N	GT8	N	1
1295844	N	N	GT29	N	1
1320245	N	N	CBM50	N	1
1694657	N	N	GT29	N	1
1302345	N	N	GH125	N	1
1045046	N	N	GH76	N	1
1062613	N	N	GT2	N	1
1724438	N	N	GT22	N	1
1675705	N	N	CBM50	N	1
1428089	N	N	GH125	N	1
1080377	N	N	GT31	N	1
1290596	N	N	GT31	N	1
1655965	N	N	GT2	N	1
1082139	N	N	GH47	N	1
921333	N	N	GH76	N	1
1420447	N	N	GT29	N	1
395923	N	N	GT29	N	1
1415886	N	N	CE1	Y(1-22)	1
979988	N	N	GH76	N	1
1349787	N	N	GH47	N	1
1282084	N	N	GT31	N	1
936677	N	N	GH47	N	1
1026682	N	N	GT2	N	1
969108	N	N	GT95	N	1
1297766	N	N	GH6	N	1
1426536	N	N	GT2	N	1
1624041	N	N	GH47	N	1
1683708	N	N	GT22	N	1
1686718	N	N	GT31	N	1
979277	N	N	GT2	N	1
939543	N	N	GH43_30	N	1
1308394	N	N	GT2	N	1
958569	N	N	CBM1+GH5_5	N	1
1713020	N	N	GH72	N	1
1295288	N	N	GH76	N	1
1031468	N	N	GT31	N	1
1293502	N	N	GT8	N	1
1728007	N	N	GT29	N	1
1725823	N	N	CBM50	N	1
1054373	N	N	CE1	Y(1-22)	1
997817	N	N	GT29	N	1
994947	N	N	GH47	N	1
1624786	N	N	GT7	N	1
1743928	N	N	GT29	N	1
1031099	N	N	GH18	N	1
1048830	N	N	GT13	N	1
623223	N	N	GT2	N	1
1308897	N	N	GT2	N	1
1307288	N	N	GT47	N	1
1637447	N	N	GH6	N	1
1735393	N	N	GT4	N	1
980566	N	N	GH6	N	1
1302721	N	N	GT8	N	1
348298	N	N	CE1	N	1
1650770	N	N	GT29	N	1
1395716	N	N	GH76	N	1
1339737	N	N	GT22	N	1
